User_Id,Age,Gender,City,Device_Type,Avg_Session_Time,Pages_Visited,Course_Category,Subscription_Type,Last_Activity_Days,Email_Click_Rate,Previous_Purchases,Support_Tickets,Satisfaction_Score,Churn
1736,27,Other,Bangalore,Mobile,1.54,18,Data Science,Basic,51,0.81,3,2,4,1
1737,52,Other,Bangalore,Mobile,22.71,4,Design,Premium,24,0.84,5,2,5,0
1738,46,Male,Mumbai,Desktop,10.73,6,Data Science,Premium,57,0.02,5,2,5,0
1739,32,Female,Bangalore,Desktop,12.26,8,Business,Basic,36,0.94,3,4,3,0
1740,50,Other,Hyderabad,Mobile,5.6,9,Business,Premium,44,0.82,0,0,3,0
1741,24,Other,Bangalore,Desktop,16.18,8,Data Science,Basic,22,0.72,2,3,4,0
1742,29,Male,Chennai,Mobile,22.59,18,Business,Basic,11,0.85,2,4,2,1
1743,47,Other,Chennai,Tablet,8.92,7,Design,Free,8,0.54,5,4,4,0
1744,38,Female,Bangalore,Desktop,28.22,19,Web Dev,Basic,36,0.77,9,4,3,0
1745,48,Male,Bangalore,Desktop,6.65,18,Data Science,Premium,16,0.6,7,0,3,0
1746,41,Male,Chennai,Tablet,2.92,1,AI/ML,Free,49,0.54,1,1,3,0
1747,37,Female,Bangalore,Desktop,19.69,11,Business,Free,34,0.21,5,3,3,1
1748,54,Female,Delhi,Desktop,25.63,9,Business,Premium,50,0.85,6,3,4,1
1749,21,Female,Chennai,Desktop,28.64,10,Web Dev,Premium,46,0.88,2,3,3,0
1750,45,Other,Mumbai,Tablet,23.25,10,Design,Free,48,0.97,0,1,2,0
1751,37,Female,Chennai,Mobile,6.79,1,Business,Premium,40,0.12,1,4,1,0
1752,41,Male,Hyderabad,Mobile,29.35,17,AI/ML,Premium,29,0.29,4,1,2,0
1753,49,Female,Delhi,Tablet,27.66,12,Web Dev,Basic,56,0.69,0,3,3,0
1754,58,Male,Mumbai,Tablet,5.73,12,Business,Premium,59,0.86,3,4,4,0
1755,53,Male,Bangalore,Tablet,17.2,19,AI/ML,Basic,3,0.75,5,0,3,0
1756,51,Other,Hyderabad,Mobile,17.11,17,Business,Premium,40,0.46,0,3,4,0
1757,53,Female,Hyderabad,Tablet,13.83,7,AI/ML,Premium,3,0.73,5,4,1,0
1758,19,Other,Delhi,Mobile,29.54,11,Web Dev,Premium,23,0.07,7,0,5,1
1759,32,Female,Mumbai,Tablet,2.73,2,Design,Premium,2,0.66,0,1,2,0
1760,51,Female,Hyderabad,Desktop,19.19,16,Data Science,Free,8,0.01,7,4,1,0
1761,53,Female,Mumbai,Mobile,6.95,9,Data Science,Free,10,0.05,7,4,3,0
1762,23,Female,Mumbai,Mobile,16.29,10,Design,Premium,31,0.76,1,1,4,0
1763,56,Female,Hyderabad,Tablet,23.61,10,Business,Free,42,0.48,2,0,4,0
1764,59,Male,Mumbai,Desktop,8.16,3,Web Dev,Premium,51,0.06,5,1,5,0
1765,29,Male,Delhi,Mobile,12.41,17,AI/ML,Premium,39,0.48,7,3,1,1
1766,20,Female,Hyderabad,Tablet,28.57,14,Web Dev,Basic,28,0.06,4,2,2,0
1767,35,Male,Delhi,Desktop,23.08,19,Design,Basic,33,0.35,8,1,4,0
1768,57,Other,Delhi,Mobile,17.61,18,Business,Premium,47,0.16,3,3,2,1
1769,38,Other,Mumbai,Tablet,7.44,18,Business,Free,54,0.22,3,4,3,0
1770,32,Other,Mumbai,Desktop,13.33,14,Design,Free,33,0.2,7,3,4,1
1771,50,Female,Hyderabad,Mobile,23.45,3,Web Dev,Premium,20,0.37,4,4,4,0
1772,52,Female,Bangalore,Mobile,24.8,10,Data Science,Free,24,0.11,7,2,1,1
1773,43,Male,Hyderabad,Desktop,8.09,13,Web Dev,Premium,20,0.53,0,2,5,1
1774,25,Male,Delhi,Tablet,20.2,12,Business,Basic,19,0.41,9,1,3,0
1775,53,Male,Mumbai,Tablet,3.76,9,Business,Free,23,0.84,4,2,5,1
1776,47,Other,Delhi,Desktop,1.67,10,Design,Free,4,0.83,7,1,1,1
1777,40,Other,Chennai,Mobile,16.91,19,Web Dev,Basic,40,0.82,7,0,2,0
1778,59,Other,Chennai,Desktop,7.51,16,Data Science,Premium,56,0.47,6,4,1,0
1779,31,Other,Delhi,Desktop,3.29,3,Web Dev,Free,1,0.29,2,1,1,0
1780,31,Male,Bangalore,Desktop,22.17,12,Business,Basic,57,0.42,9,2,1,0
1781,19,Female,Bangalore,Mobile,15.44,8,Web Dev,Free,8,0.69,9,2,4,1
1782,54,Female,Hyderabad,Desktop,24.09,15,Business,Basic,42,0.53,6,4,3,0
1783,22,Other,Hyderabad,Desktop,20.25,11,Business,Free,7,0.62,2,4,2,0
1784,55,Female,Hyderabad,Mobile,22.16,13,AI/ML,Premium,31,0.69,5,0,5,0
1785,58,Female,Mumbai,Mobile,9.91,6,Data Science,Free,57,0.92,8,0,2,0
1786,31,Female,Bangalore,Desktop,8.63,13,Design,Basic,6,0.94,7,2,4,0
1787,56,Other,Delhi,Tablet,18.43,11,Data Science,Premium,37,0.84,3,4,4,0
1788,42,Male,Chennai,Desktop,6.8,6,Web Dev,Free,19,0.07,4,1,5,1
1789,37,Male,Bangalore,Mobile,24.65,6,AI/ML,Basic,58,0.98,3,1,4,0
1790,19,Female,Bangalore,Mobile,16.16,5,Business,Basic,46,0.7,5,4,5,0
1791,56,Male,Bangalore,Mobile,7.58,7,Data Science,Premium,14,0.69,7,3,4,0
1792,23,Male,Hyderabad,Tablet,19.13,19,Business,Free,38,0.02,5,0,1,0
1793,34,Other,Mumbai,Mobile,28.41,11,Business,Premium,27,0.48,4,3,4,1
1794,42,Other,Delhi,Tablet,3.38,6,AI/ML,Basic,30,0.63,8,1,5,0
1795,45,Female,Hyderabad,Mobile,4.17,9,Data Science,Basic,59,0.28,6,4,5,1
1796,19,Female,Mumbai,Mobile,25.47,18,AI/ML,Free,21,0.08,9,1,5,1
1797,52,Female,Bangalore,Desktop,4.18,8,Business,Basic,39,0.53,2,0,3,0
1798,54,Other,Mumbai,Tablet,2.14,18,Data Science,Premium,48,0.45,9,1,2,0
1799,22,Male,Hyderabad,Desktop,11.09,5,Business,Basic,50,0.04,1,4,2,0
1800,18,Other,Bangalore,Tablet,14.53,6,Business,Free,23,0.52,4,4,1,0
1801,57,Other,Hyderabad,Mobile,17.51,2,Data Science,Free,33,0.11,4,4,5,0
1802,29,Male,Delhi,Mobile,15.71,4,Design,Basic,8,0.42,5,0,3,1
1803,53,Male,Bangalore,Tablet,27.48,19,AI/ML,Premium,1,0.27,0,1,3,1
1804,40,Female,Mumbai,Desktop,23.29,4,Web Dev,Free,44,0.97,4,0,3,1
1805,48,Male,Hyderabad,Tablet,29.53,16,Business,Basic,24,0.03,6,0,5,1
1806,28,Male,Chennai,Tablet,14.82,1,AI/ML,Basic,11,0.56,8,1,3,1
1807,27,Male,Mumbai,Tablet,3.45,16,AI/ML,Basic,54,0.15,2,3,3,0
1808,20,Male,Mumbai,Mobile,28.71,1,Data Science,Premium,3,0.32,6,1,2,0
1809,31,Female,Bangalore,Tablet,1.12,17,Data Science,Premium,50,0.18,6,0,4,1
1810,33,Female,Mumbai,Mobile,23.51,5,Data Science,Premium,39,1,6,2,4,0
1811,27,Male,Hyderabad,Desktop,1.91,16,AI/ML,Free,57,0.03,3,3,4,0
1812,46,Male,Chennai,Mobile,23.08,3,Data Science,Basic,12,0.54,2,3,5,0
1813,27,Female,Delhi,Desktop,28.2,10,Web Dev,Premium,28,0.61,0,2,1,0
1814,29,Female,Chennai,Desktop,12.29,18,AI/ML,Free,31,0.77,5,3,1,0
1815,47,Male,Hyderabad,Desktop,7.99,18,Data Science,Free,26,0.63,3,1,2,1
1816,58,Other,Bangalore,Mobile,7.56,17,Business,Free,29,0.23,7,2,1,0
1817,18,Female,Hyderabad,Tablet,15.26,11,AI/ML,Free,45,0.6,5,2,1,1
1818,22,Female,Mumbai,Mobile,5.96,9,Design,Premium,38,0.97,5,2,4,1
1819,37,Female,Bangalore,Desktop,20.51,11,Design,Free,57,0.85,7,1,4,0
1820,25,Male,Delhi,Tablet,11.68,9,AI/ML,Premium,59,0.45,4,3,5,1
1821,29,Male,Delhi,Mobile,10.37,17,AI/ML,Premium,0,0.48,7,3,1,0
1822,18,Female,Hyderabad,Desktop,14.38,5,Design,Premium,10,0.13,0,4,5,0
1823,37,Male,Mumbai,Desktop,16.74,12,Business,Basic,22,0.57,9,1,3,0
1824,45,Male,Delhi,Tablet,5.12,18,Business,Premium,48,0.28,1,3,2,0
1825,54,Female,Chennai,Mobile,21.53,16,Business,Free,16,0.11,7,4,2,0
1826,54,Male,Bangalore,Tablet,26.61,9,Web Dev,Basic,14,0.47,0,4,3,1
1827,29,Other,Chennai,Tablet,9.06,8,Web Dev,Basic,26,0.05,4,0,2,0
1828,54,Male,Delhi,Tablet,6.23,6,Business,Basic,52,0.12,4,1,1,0
1829,45,Male,Delhi,Tablet,23.05,17,Design,Premium,9,0.22,1,4,5,0
1830,32,Female,Hyderabad,Mobile,6.32,14,Web Dev,Premium,15,0.99,1,2,1,0
1831,23,Female,Hyderabad,Tablet,2.2,14,Data Science,Basic,36,0.81,0,2,2,0
1832,37,Other,Bangalore,Desktop,18.96,4,Web Dev,Free,27,0.54,3,0,1,0
1833,31,Male,Hyderabad,Desktop,7.95,8,Design,Basic,1,0.23,5,4,2,0
1834,19,Other,Mumbai,Desktop,5.98,17,Design,Premium,38,0.52,2,2,5,0
1835,26,Other,Bangalore,Tablet,29.47,1,AI/ML,Premium,34,0.65,9,4,2,1
1836,54,Female,Mumbai,Desktop,9.46,3,Design,Free,14,0,3,2,3,1
1837,37,Male,Hyderabad,Mobile,27.2,17,Business,Free,58,0.99,7,1,2,0
1838,43,Female,Bangalore,Tablet,6.17,3,Design,Basic,10,0.63,1,3,3,1
1839,46,Other,Delhi,Tablet,24.75,7,Web Dev,Premium,32,0.99,8,2,5,1
1840,18,Other,Chennai,Tablet,15.56,11,Web Dev,Basic,54,0.47,9,1,2,0
1841,52,Female,Delhi,Mobile,3.28,15,Web Dev,Free,15,0.62,5,3,5,0
1842,23,Female,Mumbai,Tablet,22.27,7,Design,Basic,10,0.46,8,0,4,0
1843,54,Female,Delhi,Tablet,26.87,5,Business,Basic,19,0.01,0,3,4,0
1844,22,Female,Delhi,Desktop,5.73,17,Business,Premium,51,0.85,3,1,2,0
1845,50,Female,Chennai,Desktop,22.04,5,AI/ML,Premium,18,0.45,6,2,4,0
1846,31,Other,Chennai,Tablet,13.91,1,Data Science,Premium,38,0.47,9,0,1,0
1847,29,Female,Delhi,Mobile,22.86,7,Business,Basic,49,0.36,8,4,1,0
1848,59,Male,Chennai,Desktop,21.7,17,Web Dev,Premium,22,0.43,0,0,3,0
1849,37,Other,Delhi,Tablet,1.77,8,AI/ML,Premium,59,0.73,0,3,4,0
1850,41,Other,Bangalore,Desktop,6.18,12,Business,Free,9,0.7,2,1,3,0
1851,51,Male,Delhi,Desktop,14.66,2,Business,Premium,7,0.81,5,0,4,1
1852,42,Male,Hyderabad,Mobile,28.07,17,Data Science,Free,1,0.97,4,0,1,0
1853,46,Other,Chennai,Tablet,10.92,14,Data Science,Basic,55,0.39,4,2,4,1
1854,56,Female,Chennai,Desktop,19.24,3,Data Science,Basic,6,0.34,8,3,1,0
1855,48,Other,Mumbai,Tablet,1.35,19,Business,Premium,25,0.49,2,2,1,1
1856,40,Other,Mumbai,Mobile,21.62,14,Business,Free,39,0.15,4,2,5,0
1857,55,Male,Hyderabad,Mobile,18.49,8,Web Dev,Premium,18,0.76,6,3,1,1
1858,37,Other,Chennai,Desktop,21.75,7,Design,Free,5,0.58,1,0,1,0
1859,40,Female,Chennai,Mobile,27.24,5,Data Science,Premium,32,0.21,6,1,3,0
1860,33,Male,Mumbai,Desktop,5.25,3,Web Dev,Free,54,0.86,0,1,4,0
1861,59,Other,Mumbai,Tablet,8.59,1,Web Dev,Free,10,0.62,6,3,2,0
1862,25,Other,Delhi,Desktop,29.88,19,AI/ML,Basic,51,0.03,1,3,2,0
1863,38,Female,Chennai,Desktop,5.53,15,Web Dev,Free,35,0.2,6,1,1,1
1864,18,Other,Chennai,Mobile,21.9,1,Data Science,Basic,11,0.89,2,1,4,0
1865,25,Other,Delhi,Tablet,22.03,5,Design,Premium,27,0.38,4,4,5,0
1866,46,Other,Chennai,Tablet,20.81,11,Web Dev,Premium,8,0.98,8,3,2,0
1867,49,Other,Hyderabad,Desktop,7.6,14,Business,Free,22,0.53,0,2,3,0
1868,55,Female,Mumbai,Tablet,7.24,18,Business,Basic,39,0.21,5,0,3,0
1869,22,Other,Mumbai,Tablet,20.32,9,Web Dev,Basic,5,0.59,6,0,3,0
1870,39,Other,Mumbai,Desktop,6.4,15,Data Science,Premium,49,0.1,9,4,5,0
1871,51,Other,Bangalore,Desktop,20.19,11,Design,Basic,18,0.81,8,3,5,0
1872,18,Male,Hyderabad,Tablet,15.28,5,Design,Basic,19,0.63,3,0,5,0
1873,43,Female,Hyderabad,Desktop,12.21,15,Data Science,Premium,17,0.96,8,0,4,0
1874,27,Male,Delhi,Mobile,9.71,2,Business,Basic,26,0.69,0,0,4,1
1875,47,Male,Bangalore,Tablet,28.48,12,Business,Premium,32,0.05,3,1,4,1
1876,35,Female,Chennai,Desktop,15.73,7,AI/ML,Basic,28,0.48,5,4,5,0
1877,34,Male,Hyderabad,Tablet,17.28,2,Web Dev,Free,8,0.53,6,2,2,0
1878,43,Male,Bangalore,Tablet,28.53,8,Web Dev,Premium,44,0.92,0,1,2,0
1879,25,Male,Bangalore,Mobile,19.96,9,Business,Premium,43,0.43,0,3,2,1
1880,57,Female,Hyderabad,Mobile,28.78,5,Web Dev,Premium,57,0.59,8,4,4,1
1881,29,Other,Delhi,Tablet,4.08,15,Data Science,Free,49,0.19,6,1,4,0
1882,44,Female,Bangalore,Mobile,25.55,19,Design,Premium,26,0.24,8,1,2,0
1883,25,Female,Mumbai,Desktop,10.73,19,AI/ML,Free,52,0.55,4,4,5,0
1884,42,Female,Bangalore,Tablet,24.5,13,Data Science,Basic,38,0.7,8,3,2,0
1885,21,Male,Chennai,Mobile,25.81,13,Data Science,Free,10,0.44,4,4,2,0
1886,50,Other,Hyderabad,Tablet,8.87,6,Data Science,Premium,49,0.43,5,4,1,0
1887,18,Female,Chennai,Tablet,12.86,1,Web Dev,Free,53,0.26,7,3,4,0
1888,36,Female,Delhi,Desktop,22.05,10,Design,Free,41,0.7,8,1,1,1
1889,48,Other,Mumbai,Desktop,3.87,6,AI/ML,Free,58,0.01,9,3,1,0
1890,33,Other,Hyderabad,Desktop,22.91,3,Business,Free,7,0.51,2,2,3,0
1891,31,Other,Bangalore,Mobile,4.2,13,Data Science,Basic,13,0,1,3,1,0
1892,22,Male,Mumbai,Mobile,27.52,19,Data Science,Basic,45,0.59,4,2,5,0
1893,58,Other,Bangalore,Mobile,9.01,10,Data Science,Basic,12,0.03,5,4,2,0
1894,43,Male,Delhi,Desktop,17.69,13,Business,Premium,6,0.94,7,0,3,0
1895,45,Female,Hyderabad,Tablet,4.4,7,Web Dev,Free,14,0.48,3,4,5,0
1896,19,Male,Delhi,Desktop,8.82,15,Web Dev,Basic,37,0.68,0,2,3,1
1897,23,Other,Delhi,Mobile,12.71,4,Design,Premium,43,0.85,3,3,3,0
1898,26,Male,Delhi,Mobile,15.12,11,Web Dev,Premium,42,0.24,9,2,3,0
1899,50,Other,Delhi,Mobile,1,8,Web Dev,Free,55,0.54,7,0,1,0
1900,58,Male,Bangalore,Desktop,26.77,2,AI/ML,Free,17,0.86,1,4,5,0
1901,42,Female,Chennai,Mobile,1.22,1,AI/ML,Free,35,0.54,9,2,3,0
1902,30,Male,Bangalore,Desktop,23.44,1,Web Dev,Free,30,0.39,7,1,3,0
1903,26,Female,Mumbai,Tablet,14.65,16,AI/ML,Free,3,0.37,3,4,2,0
1904,30,Other,Delhi,Desktop,16.19,18,Design,Free,12,0.38,1,4,1,1
1905,48,Female,Mumbai,Mobile,7.04,11,Web Dev,Basic,38,0.62,3,2,4,0
1906,58,Other,Bangalore,Tablet,18.61,8,AI/ML,Basic,29,0.05,0,2,5,1
1907,28,Other,Delhi,Mobile,16.58,19,Business,Free,54,0.42,9,0,2,1
1908,21,Female,Bangalore,Tablet,5.76,12,AI/ML,Premium,18,0.56,6,1,4,0
1909,51,Female,Delhi,Mobile,7.91,6,AI/ML,Basic,3,0.79,2,2,4,0
1910,55,Male,Bangalore,Desktop,2.94,16,Business,Free,0,0.53,3,0,5,1
1911,21,Male,Hyderabad,Mobile,2.92,8,Design,Basic,39,0.93,2,2,5,1
1912,55,Female,Chennai,Desktop,1.4,7,Business,Premium,31,0.44,7,4,4,0
1913,36,Female,Chennai,Desktop,7.39,3,Design,Premium,11,0.65,2,4,1,0
1914,23,Female,Delhi,Tablet,20.71,1,Business,Basic,11,0.02,6,4,5,0
1915,51,Female,Hyderabad,Desktop,10.17,6,Design,Free,19,0.24,1,4,3,1
1916,35,Other,Mumbai,Desktop,10.94,3,Design,Free,10,0.82,9,3,1,0
1917,30,Female,Hyderabad,Desktop,4.83,19,Data Science,Free,52,0.59,8,4,5,0
1918,58,Female,Delhi,Tablet,17.69,2,Data Science,Premium,52,0.95,5,1,3,1
1919,40,Female,Hyderabad,Mobile,10.92,17,AI/ML,Premium,48,0.75,2,4,5,0
1920,36,Female,Mumbai,Mobile,20.61,16,Business,Premium,29,0.45,7,3,5,0
1921,28,Other,Delhi,Desktop,22.5,7,Design,Premium,48,0.78,7,2,1,0
1922,18,Male,Chennai,Desktop,17.96,6,Data Science,Basic,54,0.47,5,2,3,0
1923,41,Male,Hyderabad,Mobile,9.01,11,AI/ML,Free,43,0.33,3,3,4,0
1924,24,Male,Chennai,Desktop,15.75,15,AI/ML,Free,30,0.05,2,4,2,0
1925,42,Male,Chennai,Mobile,8.31,11,AI/ML,Basic,27,0.87,8,0,4,0
1926,38,Male,Bangalore,Tablet,27.18,7,Data Science,Basic,43,0.42,4,1,3,0
1927,32,Other,Mumbai,Desktop,23.23,15,Web Dev,Free,48,0.69,3,4,2,0
1928,18,Male,Hyderabad,Desktop,15.3,16,AI/ML,Free,28,0.15,8,3,1,0
1929,29,Other,Chennai,Mobile,29,8,Web Dev,Basic,40,0.83,6,4,2,0
1930,24,Other,Chennai,Mobile,16.86,5,Web Dev,Basic,21,0.82,2,3,1,0
1931,32,Male,Mumbai,Tablet,10.53,17,Web Dev,Premium,44,0.48,5,4,1,0
1932,38,Male,Chennai,Desktop,3.77,2,AI/ML,Basic,48,0.67,7,0,4,0
1933,36,Male,Chennai,Mobile,16.77,7,Design,Basic,28,0.52,4,0,2,1
1934,46,Female,Chennai,Tablet,25.95,6,Web Dev,Premium,0,0.55,1,1,1,0
1935,42,Other,Chennai,Mobile,26.13,12,Data Science,Free,20,0.89,7,1,2,0
1936,50,Male,Bangalore,Mobile,18.53,16,Data Science,Premium,30,0.97,1,3,3,0
1937,49,Female,Bangalore,Tablet,12.41,11,Web Dev,Basic,26,0.37,0,0,4,0
1938,52,Other,Delhi,Tablet,19.86,17,Web Dev,Basic,34,0.33,4,1,3,0
1939,55,Female,Hyderabad,Tablet,23.1,10,Web Dev,Free,7,0.3,4,3,2,0
1940,43,Female,Mumbai,Tablet,12.94,16,Data Science,Free,39,0.77,0,1,5,1
1941,28,Male,Delhi,Tablet,14.81,16,Business,Premium,57,0.72,5,0,2,0
1942,52,Other,Bangalore,Tablet,20.74,15,Design,Free,7,0.04,6,4,1,0
1943,25,Female,Bangalore,Desktop,26.42,15,Business,Basic,5,0.09,8,2,4,0
1944,31,Other,Bangalore,Tablet,23.94,4,Data Science,Free,14,0.65,8,0,5,0
1945,27,Male,Delhi,Desktop,1.65,3,Data Science,Basic,20,0.27,1,1,2,0
1946,19,Other,Bangalore,Mobile,4.61,14,AI/ML,Free,36,0.09,7,2,4,1
1947,26,Female,Delhi,Mobile,25.73,10,Business,Premium,5,0.41,8,0,1,0
1948,20,Female,Bangalore,Tablet,25.18,6,Web Dev,Free,53,0.88,3,1,2,0
1949,38,Other,Chennai,Mobile,12.28,11,Web Dev,Basic,28,0.37,6,0,3,0
1950,43,Female,Chennai,Tablet,17.94,4,Data Science,Premium,57,0.7,4,3,5,0
1951,25,Female,Hyderabad,Tablet,27.27,10,AI/ML,Premium,24,0.9,0,1,4,0
1952,19,Female,Bangalore,Desktop,27.44,16,Business,Free,22,0.17,9,2,2,0
1953,23,Male,Hyderabad,Mobile,23.71,8,AI/ML,Free,37,0.61,7,0,4,0
1954,45,Male,Delhi,Tablet,7.08,9,Design,Premium,26,0.91,1,1,5,1
1955,46,Female,Hyderabad,Mobile,22.18,4,AI/ML,Premium,41,0.19,2,4,3,1
1956,43,Other,Bangalore,Desktop,3.93,17,Design,Basic,22,0.99,4,1,2,0
1957,42,Male,Delhi,Mobile,26.92,10,Business,Premium,18,0.37,6,0,5,1
1958,29,Other,Delhi,Desktop,5.33,13,Web Dev,Premium,27,0.22,4,4,1,1
1959,22,Female,Chennai,Desktop,20.21,17,Design,Premium,33,0.84,9,2,2,0
1960,51,Female,Delhi,Desktop,18.7,19,Web Dev,Premium,57,0.47,3,4,1,0
1961,54,Other,Delhi,Tablet,23.53,17,AI/ML,Basic,6,0.67,1,0,3,0
1962,32,Male,Hyderabad,Tablet,17,4,AI/ML,Premium,50,0.49,0,4,3,0
1963,53,Other,Delhi,Mobile,2.73,6,Business,Basic,12,0.64,2,0,2,0
1964,32,Other,Mumbai,Tablet,21.47,14,Web Dev,Premium,3,0.04,5,4,4,1
1965,40,Female,Chennai,Tablet,12.11,9,Business,Basic,10,0.35,8,3,4,0
1966,23,Male,Chennai,Mobile,10.29,6,Design,Basic,49,0.66,8,2,4,0
1967,38,Other,Delhi,Desktop,29.76,10,AI/ML,Free,20,0.35,4,2,4,1
1968,40,Male,Hyderabad,Desktop,18.12,6,AI/ML,Basic,59,0.78,2,2,5,0
1969,33,Female,Chennai,Mobile,21.61,9,AI/ML,Basic,20,0.96,2,3,2,0
1970,32,Male,Chennai,Tablet,16.26,13,AI/ML,Basic,42,0.04,6,2,4,0
1971,42,Female,Mumbai,Mobile,23.33,16,AI/ML,Free,44,0.86,6,4,3,0
1972,53,Male,Delhi,Mobile,22.81,16,Design,Basic,41,0.17,2,1,2,0
1973,28,Other,Chennai,Tablet,20.06,19,Design,Free,25,0.92,9,3,4,1
1974,32,Female,Chennai,Mobile,29.93,5,Business,Basic,30,0.95,6,3,1,0
1975,21,Other,Chennai,Tablet,14.33,11,Data Science,Basic,48,0.57,7,0,2,0
1976,38,Female,Chennai,Tablet,21.48,15,AI/ML,Basic,3,0.48,2,3,4,0
1977,30,Male,Hyderabad,Mobile,24.14,8,AI/ML,Basic,2,0.76,4,2,5,0
1978,39,Male,Bangalore,Desktop,11.91,15,Data Science,Premium,38,0.92,9,3,1,1
1979,36,Female,Mumbai,Tablet,14.26,11,Business,Premium,47,0.23,7,3,1,0
1980,51,Female,Hyderabad,Desktop,29.11,13,Design,Premium,20,0.38,6,4,3,1
1981,31,Female,Mumbai,Tablet,1.94,2,AI/ML,Basic,37,0.42,0,4,4,1
1982,21,Male,Chennai,Desktop,10.72,2,Business,Premium,17,0.85,1,3,4,0
1983,44,Female,Mumbai,Mobile,15.1,12,Data Science,Free,32,0.14,5,2,2,1
1984,46,Female,Delhi,Tablet,1.04,9,Design,Basic,50,0.62,7,4,3,0
1985,45,Other,Delhi,Mobile,27.07,15,Design,Premium,41,0.35,4,1,1,0
1986,52,Female,Bangalore,Mobile,9.3,7,Business,Free,34,0.89,6,4,5,0
1987,25,Other,Bangalore,Mobile,8.47,14,Web Dev,Free,31,0.34,9,0,4,0
1988,33,Other,Mumbai,Tablet,24.79,17,Web Dev,Basic,57,0.98,6,0,1,1
1989,59,Other,Hyderabad,Mobile,9.06,2,Web Dev,Basic,54,0.02,2,3,4,0
1990,53,Male,Hyderabad,Mobile,20.07,9,Data Science,Free,10,0.24,0,3,4,0
1991,47,Other,Chennai,Tablet,24.82,13,Web Dev,Free,38,0.46,5,2,5,0
1992,35,Female,Hyderabad,Mobile,23.98,5,Business,Basic,57,0.26,4,1,5,1
1993,19,Male,Bangalore,Tablet,23.68,4,Design,Free,30,0.74,8,2,5,0
1994,30,Male,Hyderabad,Mobile,3.57,1,Business,Premium,29,0.81,0,2,2,1
1995,21,Male,Chennai,Desktop,3.32,9,Business,Premium,37,0.7,4,0,5,0
1996,43,Male,Delhi,Mobile,9.9,16,AI/ML,Free,45,0.97,2,1,5,0
1997,42,Male,Hyderabad,Desktop,2.04,19,Data Science,Free,19,0.46,5,1,5,0
1998,47,Male,Hyderabad,Tablet,15.51,3,Design,Basic,39,0.98,4,4,5,1
1999,28,Male,Bangalore,Desktop,12.45,3,AI/ML,Premium,25,0.12,3,3,3,0
2000,24,Other,Mumbai,Tablet,17.15,7,Data Science,Premium,10,0.85,7,3,2,0
2001,48,Female,Delhi,Mobile,9.66,18,Design,Premium,1,0.04,8,0,4,1
2002,27,Female,Mumbai,Desktop,15.09,7,AI/ML,Premium,38,0.53,8,0,2,1
2003,56,Other,Chennai,Mobile,10.71,16,Web Dev,Premium,16,0.48,0,4,2,0
2004,30,Other,Chennai,Desktop,6.66,4,Business,Premium,23,0.86,8,4,2,0
2005,48,Male,Mumbai,Tablet,19.83,13,Web Dev,Basic,29,0.7,3,2,5,0
2006,24,Male,Bangalore,Tablet,20.53,10,Design,Free,36,0.44,3,3,2,0
2007,59,Other,Bangalore,Tablet,25.05,2,AI/ML,Premium,5,0.9,8,4,3,1
2008,59,Male,Bangalore,Tablet,26.37,19,AI/ML,Basic,53,0.89,0,1,4,0
2009,53,Female,Delhi,Mobile,21.43,14,AI/ML,Basic,48,0.02,4,2,2,1
2010,37,Female,Chennai,Mobile,20.94,6,Business,Free,22,0.87,7,2,4,0
2011,21,Male,Chennai,Mobile,2.64,13,AI/ML,Free,46,0.53,4,3,1,1
2012,24,Male,Chennai,Mobile,4.18,12,Data Science,Free,34,0.84,7,3,1,0
2013,18,Male,Delhi,Mobile,24.56,12,Data Science,Free,49,0.18,4,3,2,0
2014,59,Female,Chennai,Tablet,7.76,12,Data Science,Free,46,0.15,1,0,3,1
2015,30,Male,Mumbai,Mobile,11.31,11,Web Dev,Basic,54,0.72,1,3,1,0
2016,39,Other,Hyderabad,Mobile,5.21,14,Design,Free,25,0.28,7,0,1,0
2017,38,Male,Delhi,Mobile,6.66,4,Web Dev,Basic,24,0.56,2,4,3,0
2018,39,Other,Hyderabad,Tablet,23.49,13,Web Dev,Premium,35,0.69,1,1,5,0
2019,45,Male,Mumbai,Tablet,8.59,8,Business,Premium,54,0.61,0,1,2,0
2020,26,Male,Bangalore,Tablet,14.02,3,Web Dev,Free,20,0.7,3,2,1,0
2021,43,Female,Bangalore,Tablet,5.4,14,Business,Premium,41,0.62,2,2,3,0
2022,26,Other,Bangalore,Mobile,20.66,19,Data Science,Basic,57,0.38,7,2,1,0
2023,32,Other,Delhi,Mobile,22.12,18,Data Science,Premium,42,0.09,0,1,4,0
2024,27,Other,Bangalore,Desktop,11.49,11,Web Dev,Premium,22,0.86,4,2,1,0
2025,41,Female,Delhi,Mobile,23.76,13,Web Dev,Premium,0,0.85,9,0,4,0
2026,59,Other,Delhi,Tablet,7.96,6,Data Science,Premium,58,0.01,5,2,5,0
2027,25,Female,Hyderabad,Tablet,21.07,18,AI/ML,Basic,9,0.84,0,4,3,0
2028,41,Male,Bangalore,Mobile,22.17,1,Data Science,Premium,24,0.15,8,2,5,0
2029,33,Male,Chennai,Desktop,29.09,2,AI/ML,Free,21,0.33,1,0,4,0
2030,43,Other,Bangalore,Tablet,7.74,7,Data Science,Basic,46,0.41,3,1,1,1
